lat,lon,name,country,source,label,tile_id,parent_camp,is_center,grid_row,grid_col,manhattan_dist,neg_category
8.140491616960114,34.703518,Jewi,ethiopia,unhcr_hdx,camp,camp_ethiopia_000_r-1c+0,camp_ethiopia_000,False,-1.0,0.0,1.0,
8.15199,34.69190224435904,Jewi,ethiopia,unhcr_hdx,camp,camp_ethiopia_000_r+0c-1,camp_ethiopia_000,False,0.0,-1.0,1.0,
8.15199,34.703518,Jewi,ethiopia,unhcr_hdx,camp,camp_ethiopia_000_r+0c+0,camp_ethiopia_000,True,0.0,0.0,0.0,
8.15199,34.71513375564096,Jewi,ethiopia,unhcr_hdx,camp,camp_ethiopia_000_r+0c+1,camp_ethiopia_000,False,0.0,1.0,1.0,
8.163488383039885,34.703518,Jewi,ethiopia,unhcr_hdx,camp,camp_ethiopia_000_r+1c+0,camp_ethiopia_000,False,1.0,0.0,1.0,
8.271881616960114,34.25092,Kule,ethiopia,unhcr_hdx,camp,camp_ethiopia_001_r-1c+0,camp_ethiopia_001,False,-1.0,0.0,1.0,
8.28338,34.239300396860735,Kule,ethiopia,unhcr_hdx,camp,camp_ethiopia_001_r+0c-1,camp_ethiopia_001,False,0.0,-1.0,1.0,
8.28338,34.25092,Kule,ethiopia,unhcr_hdx,camp,camp_ethiopia_001_r+0c+0,camp_ethiopia_001,True,0.0,0.0,0.0,
8.28338,34.26253960313927,Kule,ethiopia,unhcr_hdx,camp,camp_ethiopia_001_r+0c+1,camp_ethiopia_001,False,0.0,1.0,1.0,
8.294878383039885,34.25092,Kule,ethiopia,unhcr_hdx,camp,camp_ethiopia_001_r+1c+0,camp_ethiopia_001,False,1.0,0.0,1.0,
8.263671616960114,34.27598,Tierkidi,ethiopia,unhcr_hdx,camp,camp_ethiopia_002_r-1c+0,camp_ethiopia_002,False,-1.0,0.0,1.0,
8.27517,34.264360639139035,Tierkidi,ethiopia,unhcr_hdx,camp,camp_ethiopia_002_r+0c-1,camp_ethiopia_002,False,0.0,-1.0,1.0,
8.27517,34.27598,Tierkidi,ethiopia,unhcr_hdx,camp,camp_ethiopia_002_r+0c+0,camp_ethiopia_002,True,0.0,0.0,0.0,
8.27517,34.28759936086096,Tierkidi,ethiopia,unhcr_hdx,camp,camp_ethiopia_002_r+0c+1,camp_ethiopia_002,False,0.0,1.0,1.0,
8.286668383039885,34.27598,Tierkidi,ethiopia,unhcr_hdx,camp,camp_ethiopia_002_r+1c+0,camp_ethiopia_002,False,1.0,0.0,1.0,
8.301507616960114,34.328425,Nguenyiel,ethiopia,unhcr_hdx,camp,camp_ethiopia_003_r-1c+0,camp_ethiopia_003,False,-1.0,0.0,1.0,
8.313006,34.31680452052505,Nguenyiel,ethiopia,unhcr_hdx,camp,camp_ethiopia_003_r+0c-1,camp_ethiopia_003,False,0.0,-1.0,1.0,
8.313006,34.328425,Nguenyiel,ethiopia,unhcr_hdx,camp,camp_ethiopia_003_r+0c+0,camp_ethiopia_003,True,0.0,0.0,0.0,
8.313006,34.34004547947496,Nguenyiel,ethiopia,unhcr_hdx,camp,camp_ethiopia_003_r+0c+1,camp_ethiopia_003,False,0.0,1.0,1.0,
8.324504383039885,34.328425,Nguenyiel,ethiopia,unhcr_hdx,camp,camp_ethiopia_003_r+1c+0,camp_ethiopia_003,False,1.0,0.0,1.0,
11.563501616960114,41.431,Aysaita,ethiopia,unhcr_hdx,camp,camp_ethiopia_004_r-1c+0,camp_ethiopia_004,False,-1.0,0.0,1.0,
11.575,41.419262918683174,Aysaita,ethiopia,unhcr_hdx,camp,camp_ethiopia_004_r+0c-1,camp_ethiopia_004,False,0.0,-1.0,1.0,
11.575,41.431,Aysaita,ethiopia,unhcr_hdx,camp,camp_ethiopia_004_r+0c+0,camp_ethiopia_004,True,0.0,0.0,0.0,
11.575,41.44273708131682,Aysaita,ethiopia,unhcr_hdx,camp,camp_ethiopia_004_r+0c+1,camp_ethiopia_004,False,0.0,1.0,1.0,
11.586498383039885,41.431,Aysaita,ethiopia,unhcr_hdx,camp,camp_ethiopia_004_r+1c+0,camp_ethiopia_004,False,1.0,0.0,1.0,
13.829501616960114,40.007,Barahle,ethiopia,unhcr_hdx,camp,camp_ethiopia_005_r-1c+0,camp_ethiopia_005,False,-1.0,0.0,1.0,
13.841,39.995157757803625,Barahle,ethiopia,unhcr_hdx,camp,camp_ethiopia_005_r+0c-1,camp_ethiopia_005,False,0.0,-1.0,1.0,
13.841,40.007,Barahle,ethiopia,unhcr_hdx,camp,camp_ethiopia_005_r+0c+0,camp_ethiopia_005,True,0.0,0.0,0.0,
13.841,40.01884224219637,Barahle,ethiopia,unhcr_hdx,camp,camp_ethiopia_005_r+0c+1,camp_ethiopia_005,False,0.0,1.0,1.0,
13.852498383039885,40.007,Barahle,ethiopia,unhcr_hdx,camp,camp_ethiopia_005_r+1c+0,camp_ethiopia_005,False,1.0,0.0,1.0,
14.157148616960114,37.724604,Shimelba,ethiopia,unhcr_hdx,camp,camp_ethiopia_006_r-1c+0,camp_ethiopia_006,False,-1.0,0.0,1.0,
14.168647,37.71274485513398,Shimelba,ethiopia,unhcr_hdx,camp,camp_ethiopia_006_r+0c-1,camp_ethiopia_006,False,0.0,-1.0,1.0,
14.168647,37.724604,Shimelba,ethiopia,unhcr_hdx,camp,camp_ethiopia_006_r+0c+0,camp_ethiopia_006,True,0.0,0.0,0.0,
14.168647,37.73646314486602,Shimelba,ethiopia,unhcr_hdx,camp,camp_ethiopia_006_r+0c+1,camp_ethiopia_006,False,0.0,1.0,1.0,
14.180145383039886,37.724604,Shimelba,ethiopia,unhcr_hdx,camp,camp_ethiopia_006_r+1c+0,camp_ethiopia_006,False,1.0,0.0,1.0,
14.094723616960115,37.95275,Hitsats,ethiopia,unhcr_hdx,camp,camp_ethiopia_007_r-1c+0,camp_ethiopia_007,False,-1.0,0.0,1.0,
14.106222,37.94089410914358,Hitsats,ethiopia,unhcr_hdx,camp,camp_ethiopia_007_r+0c-1,camp_ethiopia_007,False,0.0,-1.0,1.0,
14.106222,37.95275,Hitsats,ethiopia,unhcr_hdx,camp,camp_ethiopia_007_r+0c+0,camp_ethiopia_007,True,0.0,0.0,0.0,
14.106222,37.964605890856426,Hitsats,ethiopia,unhcr_hdx,camp,camp_ethiopia_007_r+0c+1,camp_ethiopia_007,False,0.0,1.0,1.0,
14.117720383039886,37.95275,Hitsats,ethiopia,unhcr_hdx,camp,camp_ethiopia_007_r+1c+0,camp_ethiopia_007,False,1.0,0.0,1.0,
13.577090616960115,38.133042,Adi Harush,ethiopia,unhcr_hdx,camp,camp_ethiopia_008_r-1c+0,camp_ethiopia_008,False,-1.0,0.0,1.0,
13.588589,38.12121248289445,Adi Harush,ethiopia,unhcr_hdx,camp,camp_ethiopia_008_r+0c-1,camp_ethiopia_008,False,0.0,-1.0,1.0,
13.588589,38.133042,Adi Harush,ethiopia,unhcr_hdx,camp,camp_ethiopia_008_r+0c+0,camp_ethiopia_008,True,0.0,0.0,0.0,
13.588589,38.14487151710556,Adi Harush,ethiopia,unhcr_hdx,camp,camp_ethiopia_008_r+0c+1,camp_ethiopia_008,False,0.0,1.0,1.0,
13.600087383039886,38.133042,Adi Harush,ethiopia,unhcr_hdx,camp,camp_ethiopia_008_r+1c+0,camp_ethiopia_008,False,1.0,0.0,1.0,
13.636982616960115,37.157075,Mai Aini,ethiopia,unhcr_hdx,camp,camp_ethiopia_009_r-1c+0,camp_ethiopia_009,False,-1.0,0.0,1.0,
13.648481,37.14524248674037,Mai Aini,ethiopia,unhcr_hdx,camp,camp_ethiopia_009_r+0c-1,camp_ethiopia_009,False,0.0,-1.0,1.0,
13.648481,37.157075,Mai Aini,ethiopia,unhcr_hdx,camp,camp_ethiopia_009_r+0c+0,camp_ethiopia_009,True,0.0,0.0,0.0,
13.648481,37.168907513259626,Mai Aini,ethiopia,unhcr_hdx,camp,camp_ethiopia_009_r+0c+1,camp_ethiopia_009,False,0.0,1.0,1.0,
13.659979383039886,37.157075,Mai Aini,ethiopia,unhcr_hdx,camp,camp_ethiopia_009_r+1c+0,camp_ethiopia_009,False,1.0,0.0,1.0,
9.369831616960115,34.423832,Tongo,ethiopia,unhcr_hdx,camp,camp_ethiopia_010_r-1c+0,camp_ethiopia_010,False,-1.0,0.0,1.0,
9.38133,34.41217774514121,Tongo,ethiopia,unhcr_hdx,camp,camp_ethiopia_010_r+0c-1,camp_ethiopia_010,False,0.0,-1.0,1.0,
9.38133,34.423832,Tongo,ethiopia,unhcr_hdx,camp,camp_ethiopia_010_r+0c+0,camp_ethiopia_010,True,0.0,0.0,0.0,
9.38133,34.43548625485879,Tongo,ethiopia,unhcr_hdx,camp,camp_ethiopia_010_r+0c+1,camp_ethiopia_010,False,0.0,1.0,1.0,
9.392828383039886,34.423832,Tongo,ethiopia,unhcr_hdx,camp,camp_ethiopia_010_r+1c+0,camp_ethiopia_010,False,1.0,0.0,1.0,
9.514661616960115,34.49781,Gure-Shombola,ethiopia,unhcr_hdx,camp,camp_ethiopia_011_r-1c+0,camp_ethiopia_011,False,-1.0,0.0,1.0,
9.52616,34.48615083877792,Gure-Shombola,ethiopia,unhcr_hdx,camp,camp_ethiopia_011_r+0c-1,camp_ethiopia_011,False,0.0,-1.0,1.0,
9.52616,34.49781,Gure-Shombola,ethiopia,unhcr_hdx,camp,camp_ethiopia_011_r+0c+0,camp_ethiopia_011,True,0.0,0.0,0.0,
9.52616,34.509469161222086,Gure-Shombola,ethiopia,unhcr_hdx,camp,camp_ethiopia_011_r+0c+1,camp_ethiopia_011,False,0.0,1.0,1.0,
9.537658383039886,34.49781,Gure-Shombola,ethiopia,unhcr_hdx,camp,camp_ethiopia_011_r+1c+0,camp_ethiopia_011,False,1.0,0.0,1.0,
10.358501616960114,34.62,Sherkole,ethiopia,unhcr_hdx,camp,camp_ethiopia_012_r-1c+0,camp_ethiopia_012,False,-1.0,0.0,1.0,
10.37,34.608310681951004,Sherkole,ethiopia,unhcr_hdx,camp,camp_ethiopia_012_r+0c-1,camp_ethiopia_012,False,0.0,-1.0,1.0,
10.37,34.62,Sherkole,ethiopia,unhcr_hdx,camp,camp_ethiopia_012_r+0c+0,camp_ethiopia_012,True,0.0,0.0,0.0,
10.37,34.63168931804899,Sherkole,ethiopia,unhcr_hdx,camp,camp_ethiopia_012_r+0c+1,camp_ethiopia_012,False,0.0,1.0,1.0,
10.381498383039885,34.62,Sherkole,ethiopia,unhcr_hdx,camp,camp_ethiopia_012_r+1c+0,camp_ethiopia_012,False,1.0,0.0,1.0,
10.225537616960114,34.613565,Tsore,ethiopia,unhcr_hdx,camp,camp_ethiopia_013_r-1c+0,camp_ethiopia_013,False,-1.0,0.0,1.0,
10.237036,34.60188061243215,Tsore,ethiopia,unhcr_hdx,camp,camp_ethiopia_013_r+0c-1,camp_ethiopia_013,False,0.0,-1.0,1.0,
10.237036,34.613565,Tsore,ethiopia,unhcr_hdx,camp,camp_ethiopia_013_r+0c+0,camp_ethiopia_013,True,0.0,0.0,0.0,
10.237036,34.625249387567855,Tsore,ethiopia,unhcr_hdx,camp,camp_ethiopia_013_r+0c+1,camp_ethiopia_013,False,0.0,1.0,1.0,
10.248534383039885,34.613565,Tsore,ethiopia,unhcr_hdx,camp,camp_ethiopia_013_r+1c+0,camp_ethiopia_013,False,1.0,0.0,1.0,
7.636751616960115,34.26808,Pugnido,ethiopia,unhcr_hdx,camp,camp_ethiopia_014_r-1c+0,camp_ethiopia_014,False,-1.0,0.0,1.0,
7.64825,34.256478407017866,Pugnido,ethiopia,unhcr_hdx,camp,camp_ethiopia_014_r+0c-1,camp_ethiopia_014,False,0.0,-1.0,1.0,
7.64825,34.26808,Pugnido,ethiopia,unhcr_hdx,camp,camp_ethiopia_014_r+0c+0,camp_ethiopia_014,True,0.0,0.0,0.0,
7.64825,34.27968159298213,Pugnido,ethiopia,unhcr_hdx,camp,camp_ethiopia_014_r+0c+1,camp_ethiopia_014,False,0.0,1.0,1.0,
7.659748383039885,34.26808,Pugnido,ethiopia,unhcr_hdx,camp,camp_ethiopia_014_r+1c+0,camp_ethiopia_014,False,1.0,0.0,1.0,
7.667681616960115,34.24729,Pugnido 2,ethiopia,unhcr_hdx,camp,camp_ethiopia_015_r-1c+0,camp_ethiopia_015,False,-1.0,0.0,1.0,
7.67918,34.23568756424944,Pugnido 2,ethiopia,unhcr_hdx,camp,camp_ethiopia_015_r+0c-1,camp_ethiopia_015,False,0.0,-1.0,1.0,
7.67918,34.24729,Pugnido 2,ethiopia,unhcr_hdx,camp,camp_ethiopia_015_r+0c+0,camp_ethiopia_015,True,0.0,0.0,0.0,
7.67918,34.25889243575056,Pugnido 2,ethiopia,unhcr_hdx,camp,camp_ethiopia_015_r+0c+1,camp_ethiopia_015,False,0.0,1.0,1.0,
7.690678383039884,34.24729,Pugnido 2,ethiopia,unhcr_hdx,camp,camp_ethiopia_015_r+1c+0,camp_ethiopia_015,False,1.0,0.0,1.0,
9.767104616960115,34.779412,Bambasi,ethiopia,unhcr_hdx,camp,camp_ethiopia_016_r-1c+0,camp_ethiopia_016,False,-1.0,0.0,1.0,
9.778603,34.76774409862024,Bambasi,ethiopia,unhcr_hdx,camp,camp_ethiopia_016_r+0c-1,camp_ethiopia_016,False,0.0,-1.0,1.0,
9.778603,34.779412,Bambasi,ethiopia,unhcr_hdx,camp,camp_ethiopia_016_r+0c+0,camp_ethiopia_016,True,0.0,0.0,0.0,
9.778603,34.79107990137976,Bambasi,ethiopia,unhcr_hdx,camp,camp_ethiopia_016_r+0c+1,camp_ethiopia_016,False,0.0,1.0,1.0,
9.790101383039886,34.779412,Bambasi,ethiopia,unhcr_hdx,camp,camp_ethiopia_016_r+1c+0,camp_ethiopia_016,False,1.0,0.0,1.0,
6.4808206169601155,35.132353,Okugo,ethiopia,unhcr_hdx,camp,camp_ethiopia_017_r-1c+0,camp_ethiopia_017,False,-1.0,0.0,1.0,
6.492319,35.120780402151986,Okugo,ethiopia,unhcr_hdx,camp,camp_ethiopia_017_r+0c-1,camp_ethiopia_017,False,0.0,-1.0,1.0,
6.492319,35.132353,Okugo,ethiopia,unhcr_hdx,camp,camp_ethiopia_017_r+0c+0,camp_ethiopia_017,True,0.0,0.0,0.0,
6.492319,35.14392559784802,Okugo,ethiopia,unhcr_hdx,camp,camp_ethiopia_017_r+0c+1,camp_ethiopia_017,False,0.0,1.0,1.0,
6.503817383039885,35.132353,Okugo,ethiopia,unhcr_hdx,camp,camp_ethiopia_017_r+1c+0,camp_ethiopia_017,False,1.0,0.0,1.0,
9.768501616960114,43.219,Aw-barre,ethiopia,unhcr_hdx,camp,camp_ethiopia_018_r-1c+0,camp_ethiopia_018,False,-1.0,0.0,1.0,
9.78,43.20733204958607,Aw-barre,ethiopia,unhcr_hdx,camp,camp_ethiopia_018_r+0c-1,camp_ethiopia_018,False,0.0,-1.0,1.0,
9.78,43.219,Aw-barre,ethiopia,unhcr_hdx,camp,camp_ethiopia_018_r+0c+0,camp_ethiopia_018,True,0.0,0.0,0.0,
9.78,43.23066795041393,Aw-barre,ethiopia,unhcr_hdx,camp,camp_ethiopia_018_r+0c+1,camp_ethiopia_018,False,0.0,1.0,1.0,
9.791498383039885,43.219,Aw-barre,ethiopia,unhcr_hdx,camp,camp_ethiopia_018_r+1c+0,camp_ethiopia_018,False,1.0,0.0,1.0,
9.688501616960114,43.13,Sheder,ethiopia,unhcr_hdx,camp,camp_ethiopia_019_r-1c+0,camp_ethiopia_019,False,-1.0,0.0,1.0,
9.7,43.11833484572139,Sheder,ethiopia,unhcr_hdx,camp,camp_ethiopia_019_r+0c-1,camp_ethiopia_019,False,0.0,-1.0,1.0,
9.7,43.13,Sheder,ethiopia,unhcr_hdx,camp,camp_ethiopia_019_r+0c+0,camp_ethiopia_019,True,0.0,0.0,0.0,
9.7,43.14166515427861,Sheder,ethiopia,unhcr_hdx,camp,camp_ethiopia_019_r+0c+1,camp_ethiopia_019,False,0.0,1.0,1.0,
9.711498383039885,43.13,Sheder,ethiopia,unhcr_hdx,camp,camp_ethiopia_019_r+1c+0,camp_ethiopia_019,False,1.0,0.0,1.0,
9.088781616960114,43.1751,Kebribeyah,ethiopia,unhcr_hdx,camp,camp_ethiopia_020_r-1c+0,camp_ethiopia_020,False,-1.0,0.0,1.0,
9.10028,43.16345504227117,Kebribeyah,ethiopia,unhcr_hdx,camp,camp_ethiopia_020_r+0c-1,camp_ethiopia_020,False,0.0,-1.0,1.0,
9.10028,43.1751,Kebribeyah,ethiopia,unhcr_hdx,camp,camp_ethiopia_020_r+0c+0,camp_ethiopia_020,True,0.0,0.0,0.0,
9.10028,43.186744957728834,Kebribeyah,ethiopia,unhcr_hdx,camp,camp_ethiopia_020_r+0c+1,camp_ethiopia_020,False,0.0,1.0,1.0,
9.111778383039885,43.1751,Kebribeyah,ethiopia,unhcr_hdx,camp,camp_ethiopia_020_r+1c+0,camp_ethiopia_020,False,1.0,0.0,1.0,
4.358379616960115,41.862199,Helaweyn,ethiopia,unhcr_hdx,camp,camp_ethiopia_021_r-1c+0,camp_ethiopia_021,False,-1.0,0.0,1.0,
4.369878,41.850667093104626,Helaweyn,ethiopia,unhcr_hdx,camp,camp_ethiopia_021_r+0c-1,camp_ethiopia_021,False,0.0,-1.0,1.0,
4.369878,41.862199,Helaweyn,ethiopia,unhcr_hdx,camp,camp_ethiopia_021_r+0c+0,camp_ethiopia_021,True,0.0,0.0,0.0,
4.369878,41.87373090689537,Helaweyn,ethiopia,unhcr_hdx,camp,camp_ethiopia_021_r+0c+1,camp_ethiopia_021,False,0.0,1.0,1.0,
4.381376383039885,41.862199,Helaweyn,ethiopia,unhcr_hdx,camp,camp_ethiopia_021_r+1c+0,camp_ethiopia_021,False,1.0,0.0,1.0,
4.292652616960115,41.917883,Buramino,ethiopia,unhcr_hdx,camp,camp_ethiopia_022_r-1c+0,camp_ethiopia_022,False,-1.0,0.0,1.0,
4.304151,41.90635209633872,Buramino,ethiopia,unhcr_hdx,camp,camp_ethiopia_022_r+0c-1,camp_ethiopia_022,False,0.0,-1.0,1.0,
